Prokaryote Name	Tax ID	Average CAI	Median CAI	Coefficient of Variation (of CAI)	Nc Difference	Average Nc	Salinity	Oxygen Requirment	Habitat	Temp. Range	Pathogenic	Present in the trimmed list	Super Kingdom	GC content (%)
Synechococcus RCC307	316278	0.552300881	0.552	0.143260996	0.14472633	42.35471282			Aquatic	Mesophilic		Yes	Bacteria	0.608435026
Synechococcus sp WH8102	84588	0.537027365	0.548	0.1991051	0.16905241	44.66384369			Aquatic	Mesophilic	No	Yes	Bacteria	0.594126012
Synechococcus WH 7803	32051	0.592856142	0.592	0.127711153	0.113652951	45.35632555			Aquatic	Mesophilic		Yes	Bacteria	0.602360392
Synechocystis PCC6803	1148	0.665532565	0.674	0.088690147	0.059029771	49.91381801			Aquatic	Mesophilic	No	Yes	Bacteria	0.473662022
Syntrophobacter fumaroxidans MPOB	335543	0.67832524	0.687	0.083971082	-0.036426549	45.19314835		Anaerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.59948728
Syntrophomonas wolfei Goettingen	335541	0.69621048	0.697	0.038688022	0.040744989	52.21233259		Anaerobic	Multiple		No	Yes	Bacteria	0.448659234
Syntrophothermus lipocalidus DSM 12680 uid49527	643648	0.815445717	0.816	0.025940489	-0.026898771	55.26446066		Anaerobic	Specialized	Thermophilic	No	Yes	Bacteria	0.509893958
Syntrophus aciditrophicus SB	56780	0.696315267	0.696	0.04768653	-0.022010371	50.48135382		Anaerobic	Multiple	Mesophilic		Yes	Bacteria	0.514600384
Teredinibacter turnerae T7901	377629	0.55862753	0.555	0.110290619	0.161430425	51.74469339		Aerobic	Host-associated	Mesophilic	No	Yes	Bacteria	0.508906908
Thauera MZ1T	85643	0.66386515	0.689	0.181642111	0.005019434	32.81504278		Facultative	Aquatic	Mesophilic	No	Yes	Bacteria	0.682991423
Thermanaerovibrio acidaminovorans DSM 6589	525903	0.701747826	0.717	0.12582383	-0.062482792	35.35234596		Anaerobic	Terrestrial	Thermophilic	No	Yes	Bacteria	0.637925662
Thermincola JR uid48823	635013	0.759457418	0.76	0.030686217	0.005900009	53.23721426		Anaerobic	Specialized	Thermophilic	No	Yes	Bacteria	0.458824558
Thermoanaerobacter italicus Ab9 uid46241	580331	0.71760597	0.723	0.066598735	-0.01722734	43.5120209		Anaerobic	Specialized	Hyperthermophilic	No	Yes	Bacteria	0.34145009
Thermoanaerobacter mathranii A3 uid49481	583358	0.716146952	0.722	0.066757419	-0.000812508	43.7007754		Anaerobic	Specialized	Thermophilic	No	Yes	Bacteria	0.343201399
Thermoanaerobacter pseudethanolicus ATCC 33223	340099	0.698544545	0.7065	0.079854012	0.003320361	43.427002		Anaerobic	Aquatic	Thermophilic	No	Yes	Bacteria	0.345127594
Thermoanaerobacter tengcongensis	273068	0.754896064	0.757	0.046423484	-0.018686704	46.40727908		Anaerobic	Specialized	Hyperthermophilic	No	Yes	Bacteria	0.375709115
Thermoanaerobacter X514	399726	0.699928331	0.71	0.07957675	0.004699413	43.51981337		Anaerobic		Thermophilic	No	Yes	Bacteria	0.345186649
Thermobaculum terrenum ATCC BAA 798	525904	0.659334873	0.673	0.077270442	-0.065835108	48.35776174		Aerobic	Specialized	Hyperthermophilic	No	Yes	Bacteria	0.535073242
Thermobifida fusca YX	269800	0.623513551	0.631	0.136330128	0.053691408	36.6830072		Aerobic	Multiple	Thermophilic	Human	Yes	Bacteria	0.675028533
Thermobispora bispora DSM 43833 uid48999	469371	0.772601041	0.794	0.110954883	-0.035576686	30.9802725		Aerobic	Terrestrial	Thermophilic	No	Yes	Bacteria	0.724291738
Thermococcus gammatolerans EJ3	593117	0.519967341	0.523	0.186618659	0.202299891	44.91116952	Mesophilic	Anaerobic	Specialized	Hyperthermophilic	No	Yes	Archaea	0.535614866
Thermococcus kodakaraensis KOD1	69014	0.459680459	0.455	0.24235345	0.26588918	45.96354636	Mesophilic	Anaerobic	Specialized	Hyperthermophilic		Yes	Archaea	0.519954882
Thermococcus onnurineus NA1	523850	0.475139989	0.466	0.204455427	0.263949478	46.72431096		Anaerobic	Terrestrial	Hyperthermophilic	No	Yes	Archaea	0.512727003
Thermococcus sibiricus MM 739	604354	0.665266474	0.669	0.076675236	0.099218231	49.32462428		Anaerobic		Hyperthermophilic		Yes	Archaea	0.402012677
Thermocrinis albus DSM 14484 uid46231	638303	0.689543236	0.694	0.058959392	0.037480428	48.76426709		Aerobic		Thermophilic		Yes	Bacteria	0.469305474
Thermodesulfovibrio yellowstonii DSM 11347	289376	0.699816428	0.706	0.066526177	0.048347417	40.69968964			Specialized	Thermophilic	No	Yes	Bacteria	0.341289039
Thermofilum pendens Hrk 5	368408	0.76566746	0.769	0.069706217	-0.17405805	44.19326829		Anaerobic	Specialized	Hyperthermophilic	No	Yes	Archaea	0.576461363
Thermomicrobium roseum DSM 5159	309801	0.716689871	0.72	0.074366525	-0.003665269	43.74660734		Aerobic	Specialized	Thermophilic	No	Yes	Bacteria	0.642847605
Thermomonospora curvata DSM 43183	471852	0.701454113	0.72	0.139242627	0.038434511	30.68788896		Aerobic	Specialized	Thermophilic	No	Yes	Bacteria	0.716420205
Thermoplasma acidophilum	273075	0.745268755	0.752	0.064594648	0.037843155	49.9816555		Facultative	Specialized	Thermophilic	No	Yes	Archaea	0.45994392
Thermoplasma volcanium	273116	0.739566618	0.742	0.040828737	0.019845116	51.79881332		Facultative	Specialized	Thermophilic	No	Yes	Archaea	0.39918501
Thermoproteus neutrophilus V24Sta	444157	0.68636153	0.692	0.095303575	-0.021829651	42.29825377		Anaerobic	Specialized	Hyperthermophilic	No	Yes	Archaea	0.599106238
Thermosipho africanus TCF52B	484019	0.680144977	0.682	0.061631241	0.047646711	38.96043151		Anaerobic	Specialized	Thermophilic	No	Yes	Bacteria	0.308107923
Thermosipho melanesiensis BI429	391009	0.705817488	0.708	0.055162668	0.028395069	40.45751291		Anaerobic		Thermophilic		Yes	Bacteria	0.313998574
Thermosphaera aggregans DSM 11486 uid48993	633148	0.70868595	0.706	0.059246586	0.06276021	52.70473967		Anaerobic	Specialized	Hyperthermophilic	No	Yes	Archaea	0.467343412
Thermosynechococcus elongatus	197221	0.665684521	0.671	0.07366824	0.047261088	49.51634135			Specialized	Thermophilic	No	Yes	Bacteria	0.539179299
Thermotoga lettingae TMO	416591	0.717830491	0.719	0.034359981	-0.01016749	49.14772661		Anaerobic	Specialized	Hyperthermophilic	No	Yes	Bacteria	0.386970331
Thermotoga maritima	243274	0.719451917	0.722	0.060224675	0.032112342	49.32688378		Anaerobic	Specialized	Hyperthermophilic	No	Yes	Bacteria	0.46247726
Thermotoga naphthophila RKU 10	590168	0.73762149	0.74	0.057095112	0.013030863	49.31059096		Anaerobic	Specialized	Hyperthermophilic	No	Yes	Bacteria	0.461407552
Thermotoga neapolitana DSM 4359	309803	0.737780861	0.742	0.069986166	0.064450994	48.9795923		Microaerophilic	Specialized	Hyperthermophilic		Yes	Bacteria	0.469424195
Thermotoga petrophila RKU-1	390874	0.707777711	0.709	0.05875037	0.031545654	49.32266265		Anaerobic	Aquatic	Hyperthermophilic	No	Yes	Bacteria	0.461011752
Thermotoga RQ2	126740	0.706153756	0.708	0.060564279	0.032768375	49.26927406		Anaerobic	Specialized	Hyperthermophilic	No	Yes	Bacteria	0.461776765
Thermus thermophilus HB27	262724	0.685828417	0.703	0.127580943	0.055731425	32.05806146		Aerobic	Specialized	Thermophilic		No	Bacteria	0.694072617
Thermus thermophilus HB8	300852	0.687060904	0.703	0.125500438	0.053171693	32.00134332		Aerobic	Specialized	Thermophilic		Yes	Bacteria	0.694962168
Thioalkalivibrio HL EbGR7	396588	0.617929535	0.634	0.196930915	0.078638438	34.51236548	Moderate halophilic	Aerobic	Specialized	Mesophilic	No	Yes	Bacteria	0.650629778
Thioalkalivibrio K90mix uid46181	396595	0.654656418	0.663	0.144824171	0.071527979	37.30205035	Mesophilic		Specialized		No	Yes	Bacteria	0.655392395
Thiobacillus denitrificans ATCC 25259	292415	0.673604971	0.69	0.141581827	0.046352098	36.46345583		Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.66067223
Thiomicrospira crunogena XCL-2	317025	0.538750365	0.53	0.103378757	0.209682918	50.12726764		Microaerophilic	Aquatic	Mesophilic	No	Yes	Bacteria	0.431299722
Thiomicrospira denitrificans ATCC 33889	326298	0.600022645	0.596	0.099278355	0.1084083	42.36345548		Anaerobic		Mesophilic	No	Yes	Bacteria	0.344619568
Thiomonas intermedia K12 uid48825	75379	0.684563624	0.695	0.114361578	-0.010334409	39.74644329		Aerobic	Aquatic	Mesophilic		Yes	Bacteria	0.638262959
Tolumonas auensis DSM 9187	595494	0.453138339	0.437	0.198246034	0.184792314	46.72510949		Facultative	Aquatic	Mesophilic	No	Yes	Bacteria	0.490270193
Treponema denticola ATCC 35405	243275	0.699350493	0.699	0.05861095	0.001839646	49.47642814		Anaerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.378737557
Treponema pallidum	243276	0.658789989	0.664	0.066341056	0.062917371	52.80554407		Anaerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.527751805
Treponema pallidum SS14	455434	0.669293217	0.674	0.065029273	0.056462528	52.82679431		Anaerobic	Host-associated	Mesophilic	Human	No	Bacteria	0.527824945
Trichodesmium erythraeum IMS101	203124	0.686837191	0.69	0.074728307	-0.044136419	43.98438401		Aerobic	Aquatic		No	Yes	Bacteria	0.341433565
Tropheryma whipplei TW08 27	218496	0.674599451	0.675	0.050906164	0.029143241	54.68224143		Aerobic	Host-associated	Mesophilic	Human	No	Bacteria	0.463140081
Tropheryma whipplei Twist	203267	0.678121585	0.679	0.049627418	0.031271233	54.87032787		Aerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.463319972
Truepera radiovictrix DSM 17093 uid49533	649638	0.706286873	0.726	0.119019598	0.002909614	35.06663864						Yes	Bacteria	0.681390125
Tsukamurella paurometabola DSM 20162 uid48829	521096	0.602022014	0.6035	0.154033055	0.143881994	35.70576822			Terrestrial	Mesophilic	Human	Yes	Bacteria	0.683989237
uncultured methanogenic archaeon RC-I	351160	0.54206819	0.551	0.181573908	0.154145307	44.72559657	Non-halophilic		Host-associated	Mesophilic	No	Yes	Archaea	0.546029518
uncultured Termite group 1 bacterium phylotype Rs D17	471821	0.717459198	0.721	0.049856485	-0.001877823	46.24350069						Yes	Bacteria	0.351841856
Ureaplasma parvum serovar 3 ATCC 27815	505682	0.674959927	0.678	0.076728531	0.062635256	34.26162842		Facultative	Host-associated	Mesophilic	"Human, Animal"	Yes	Bacteria	0.254965218
Ureaplasma urealyticum	273119	0.673806452	0.677	0.077404015	0.062017761	34.28795699		Facultative	Host-associated	Mesophilic	Animal	No	Bacteria	0.25499688
Ureaplasma urealyticum serovar 10 ATCC 33699	565575	0.682015517	0.685	0.088176239	0.050810788	33.68631552		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.257742333
Variovorax paradoxus S110	543728	0.641602383	0.656	0.147452123	-0.002219553	33.00495081		Aerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.675362402
Veillonella parvula DSM 2008	479436	0.601056992	0.585	0.163092832	0.152994343	44.11996886		Anaerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.386292752
Verminephrobacter eiseniae EF01-2	391735	0.621833587	0.641	0.160347111	0.03588004	38.00398979	Non-halophilic		Host-associated	Mesophilic	No	Yes	Bacteria	0.652419112
Vibrio cholerae	243277	0.372747528	0.355	0.207468963	0.290500639	49.88181799		Facultative	Aquatic	Mesophilic	"Human, Primate"	Yes	Bacteria	0.474875583
Vibrio cholerae M66 2	579112	0.371793726	0.354	0.208687077	0.290786988	49.7833872		Facultative	Multiple	Mesophilic	Human	No	Bacteria	0.476204427
Vibrio cholerae MJ 1236	593588	0.413749775	0.396	0.17837044	0.271063408	49.85572004		Facultative	Aquatic	Mesophilic	Human	No	Bacteria	0.473197796
Vibrio cholerae O395	345073	0.415357015	0.399	0.177363656	0.275028027	49.80830499		Facultative	Aquatic	Mesophilic	"Human, Primate"	No	Bacteria	0.47539868
Vibrio Ex25	150340	0.607222305	0.59	0.11935652	0.207423206	50.74641474		Facultative	Aquatic			Yes	Bacteria	0.449035719
Vibrio fischeri ES114	312309	0.444685105	0.422	0.217538221	0.214418539	44.41788418	Non-halophilic	Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.383463532
Vibrio fischeri MJ11	388396	0.445455943	0.422	0.212990121	0.212344163	44.43528109	Non-halophilic	Facultative	Multiple	Mesophilic	No	No	Bacteria	0.382019597
Vibrio harveyi ATCC BAA-1116	338187	0.362076985	0.33	0.300226939	0.33800613	50.61568623	Moderate halophilic	Facultative	Aquatic	Mesophilic	Vertebrate and invertebrate aquatic organisms	Yes	Bacteria	0.454205309
Vibrio parahaemolyticus	223926	0.369385965	0.341	0.273426843	0.326180036	50.0093975		Facultative	Aquatic	Mesophilic	Human	Yes	Bacteria	0.453732357
Vibrio splendidus LGP32	575788	0.509049057	0.485	0.17955351	0.253320776	50.48851925		Facultative	Aquatic	Mesophilic	"Fish, Shellfish"	Yes	Bacteria	0.439085611
Vibrio vulnificus CMCP6	216895	0.349877546	0.329	0.231822641	0.330025718	50.72612687		Facultative	Aquatic	Mesophilic	Human	No	Bacteria	0.466907506
Vibrio vulnificus YJ016	196600	0.357080596	0.338	0.22294947	0.326470227	50.79853604		Facultative	Aquatic	Mesophilic	Human	Yes	Bacteria	0.466810809
Waddlia chondrophila WSU 86 1044 uid49531	716544	0.721369151	0.722	0.033014389	0.019948868	53.50155979						Yes	Bacteria	0.437350632
Wigglesworthia brevipalpis	36870	0.741581756	0.744	0.057028067	-0.002760152	32.62397246			Host-associated	Mesophilic	No	Yes	Bacteria	0.224751211
Wolbachia endosymbiont of Brugia malayi TRS	292805	0.642504451	0.639	0.063380366	0.110613601	46.69193769	Non-halophilic		Host-associated	Mesophilic		No	Bacteria	0.341791009
Wolbachia endosymbiont of Culex quinquefasciatus Pel	570417	0.619243772	0.6205	0.074711779	0.132625851	45.13586477		Aerobic	Host-associated	Mesophilic	No	Yes	Bacteria	0.341925517
Wolbachia endosymbiont of Drosophila melanogaster	163164	0.626954498	0.625	0.065603291	0.125823507	46.24562151			Host-associated	Mesophilic	No	No	Bacteria	0.352348432
Wolbachia wRi	66084	0.623791304	0.622	0.062718311	0.127032656	46.24869469						Yes	Bacteria	0.351646376
Wolinella succinogenes	273121	0.659351053	0.658	0.073715779	0.037698676	49.20422684		Microaerophilic	Host-associated	Mesophilic	No	Yes	Bacteria	0.484580082
Xanthobacter autotrophicus Py2	78245	0.640836677	0.659	0.173130638	0.109678669	35.40632708		Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.6734512
Xanthomonas campestris	190485	0.604892698	0.619	0.188465427	0.088710481	36.77322425		Aerobic	Host-associated	Mesophilic	Plant	No	Bacteria	0.650550842
Xanthomonas campestris 8004	314565	0.605408673	0.619	0.186121781	0.088472732	36.63919158		Aerobic	Host-associated	Mesophilic	Plant	No	Bacteria	0.649570339
Xanthomonas campestris ATCC 33913	190485	0.612658556	0.624	0.177959303	0.074875796	36.40924825		Aerobic	Host-associated	Mesophilic	Plant	No	Bacteria	0.650685595
Xanthomonas campestris B100	509169	0.598393071	0.615	0.194923056	0.096738651	37.1236827						Yes	Bacteria	0.650416164
Xanthomonas campestris vesicatoria 85-10	316273	0.574284038	0.582	0.184018199	0.127482601	37.95254883		Aerobic	Host-associated	Mesophilic	Plant	No	Bacteria	0.64556363
Xanthomonas citri	190486	0.576467089	0.589	0.191524257	0.12647313	37.86882594		Aerobic	Host-associated	Mesophilic	Plant	Yes	Bacteria	0.647117188
Xanthomonas oryzae KACC10331	291331	0.561875516	0.561	0.178662513	0.13897662	39.08210851		Aerobic	Host-associated	Mesophilic	Rice	No	Bacteria	0.636932885
Xanthomonas oryzae MAFF 311018	342109	0.56539692	0.569	0.183351864	0.138262151	39.06234973		Aerobic	Host-associated	Mesophilic	Rice	No	Bacteria	0.637012909
Xanthomonas oryzae PXO99A	360094	0.585051414	0.586	0.164799863	0.115131885	38.25739871		Aerobic	Host-associated	Mesophilic	Rice	Yes	Bacteria	0.63634051
Xenorhabdus bovienii SS 2004 uid46345	406818	0.432224761	0.421	0.166295359	0.239340101	51.23667799		Facultative	Host-associated	Mesophilic	Insect	Yes	Bacteria	0.449676228
Xenorhabdus nematophila ATCC 19061 uid49133	406817	0.432923099	0.422	0.16461032	0.23598561	50.88551988		Facultative	Host-associated	Mesophilic		Yes	Bacteria	0.442145612
Xylanimonas cellulosilytica DSM 15894	446471	0.677401639	0.686	0.136414105	0.080325173	30.94496091		Aerobic	Specialized			Yes	Bacteria	0.724520408
Xylella fastidiosa	160492	0.533952335	0.532	0.117272175	0.099726458	48.35053298		Aerobic	Host-associated	Mesophilic	Plant	No	Bacteria	0.526172985
Xylella fastidiosa M12	405440	0.541147142	0.541	0.116224093	0.083212512	48.33360385	Non-halophilic	Aerobic	Host-associated	Mesophilic	Citrus	No	Bacteria	0.51917475
Xylella fastidiosa M23	405441	0.534863175	0.535	0.119121685	0.097496905	48.49541101		Aerobic	Host-associated	Mesophilic		Yes	Bacteria	0.517187927
Xylella fastidiosa Temecula1	183190	0.53172352	0.531	0.120990826	0.103703321	48.53190766		Aerobic	Host-associated	Mesophilic	Plant	No	Bacteria	0.517774442
Yersinia enterocolitica 8081	393305	0.478381144	0.466	0.157826482	0.200246398	50.34326242		Facultative	Multiple	Mesophilic	"Human, Animal"	Yes	Bacteria	0.472226184
Yersinia pestis Angola	349746	0.47951134	0.468	0.144236038	0.198518848	50.99071163		Facultative	Multiple	Mesophilic	"Human, Rodent"	No	Bacteria	0.476132139
Yersinia pestis Antiqua	360102	0.476642765	0.468	0.142352529	0.191815098	50.92275328	Non-halophilic	Facultative	Multiple	Mesophilic	"Human, Animal"	Yes	Bacteria	0.477050663
Yersinia pestis biovar Mediaevails	229193	0.479703551	0.47	0.145253475	0.191754919	51.03311093		Facultative	Multiple	Mesophilic	"Human, Rodent"	No	Bacteria	0.476698429
Yersinia pestis biovar Microtus 91001	229193	0.475282842	0.465	0.146720618	0.198949309	51.02613522		Facultative	Multiple	Mesophilic	"Human, Rodent"	No	Bacteria	0.476698429
Yersinia pestis CO92	214092	0.476233251	0.466	0.145459386	0.196361839	50.86385945		Facultative	Multiple	Mesophilic	"Human, Rodent"	No	Bacteria	0.476422584
Yersinia pestis KIM	187410	0.475619703	0.466	0.145355998	0.199559555	51.06481095		Facultative	Multiple	Mesophilic	"Human, Rodent"	No	Bacteria	0.476953131
Yersinia pestis KIM 10	187410	0.475619703	0.466	0.145355998	0.199559555	51.06481095		Facultative	Multiple	Mesophilic	"Human, Rodent"	No	Bacteria	0.476953131
Yersinia pestis KIM 10 uid288	187410	0.475619703	0.466	0.145355998	0.199559555	51.06481095		Facultative	Multiple	Mesophilic	"Human, Rodent"	No	Bacteria	0.476953131
Yersinia pestis Nepal516	377628	0.477791463	0.468	0.144108217	0.191094348	50.86288608		Facultative	Multiple	Mesophilic	"Human, Animal"	No	Bacteria	0.476350358
Yersinia pestis Pestoides F	386656	0.477794837	0.467	0.143312368	0.191718173	50.84216946	Non-halophilic	Facultative	Multiple	Mesophilic	"Human, Rodent"	No	Bacteria	0.477287107
Yersinia pestis Z176003 uid47317	637386	0.48232521	0.473	0.142952396	0.193329116	50.85050014						No	Bacteria	0.476804292
Yersinia pseudotuberculosis IP 31758	349747	0.473421095	0.462	0.146163412	0.199442097	50.99937332		Facultative	Multiple	Mesophilic	"Human, Animal"	No	Bacteria	0.472277782
Yersinia pseudotuberculosis IP32953	273123	0.474945187	0.464	0.145017365	0.196590737	50.88243905		Facultative	Multiple	Mesophilic	"Human, Animal"	No	Bacteria	0.475504338
Yersinia pseudotuberculosis PB1 	502801	0.474439868	0.464	0.145547324	0.190218552	50.78997254		Facultative	Multiple	Mesophilic	Human	Yes	Bacteria	0.474872472
Yersinia pseudotuberculosis YPIII	502800	0.475539612	0.465	0.144459876	0.191827909	50.86080083		Facultative	Multiple	Mesophilic	Human	No	Bacteria	0.475303773
Zunongwangia profunda SM A87 uid48073	655815	0.65352959	0.656	0.069376177	0.122103314	49.12714933		Aerobic	Aquatic	Mesophilic		Yes	Bacteria	0.36218453
Zymomonas mobilis NCIMB 11163	622759	0.555587689	0.547	0.121567886	0.143867593	49.61179907		Facultative				No	Bacteria	0.466436101
Zymomonas mobilis ZM4	264203	0.545219001	0.537	0.132104265	0.150568791	49.79632758		Anaerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.463280559
